N,P,K,temperature,humidity,ph,rainfall,label
90,33,27,26.83,57.1,6.83,150.31,coffee
93,29,29,24.11,52.83,6.1,143.78,coffee
104,26,32,26.94,60.89,6.61,147.94,coffee
104,28,27,24.08,58.1,6.32,149.03,coffee
115,32,32,27.78,68.36,6.61,160.2,coffee
110,22,29,25.31,60.01,6.41,162.1,coffee
115,33,25,23.92,66.41,7.0,141.18,coffee
84,31,26,23.64,61.94,6.92,149.78,coffee
95,24,32,24.32,55.67,6.98,144.79,coffee
109,23,25,26.11,54.27,6.37,171.68,coffee
85,16,28,23.35,52.46,6.53,170.87,coffee
91,26,27,24.99,59.55,6.84,163.46,coffee
110,23,27,26.61,68.83,6.61,160.23,coffee
83,24,28,25.09,51.84,6.93,167.82,coffee
114,21,30,25.04,64.94,6.83,165.22,coffee
111,22,30,24.98,58.71,6.79,141.85,coffee
108,17,26,26.9,50.36,6.04,147.72,coffee
120,25,27,24.95,67.69,6.09,174.85,coffee
81,18,30,24.6,64.9,6.1,147.02,coffee
89,33,29,27.09,60.18,6.18,162.88,coffee
99,32,29,25.81,68.05,6.62,179.36,coffee
113,21,35,23.58,56.08,6.55,171.75,coffee
119,31,28,24.19,67.26,6.91,169.47,coffee
101,23,27,26.23,62.29,6.12,144.1,coffee
95,29,25,27.11,60.15,6.99,163.23,coffee
83,21,31,27.67,64.29,6.45,150.21,coffee
112,23,31,25.86,68.85,6.42,164.98,coffee
112,32,32,27.15,62.83,6.76,169.84,coffee
107,30,34,23.45,60.44,6.15,171.34,coffee
103,28,31,23.73,61.31,6.29,170.89,coffee
115,26,33,27.28,69.07,6.89,144.33,coffee
114,31,27,26.9,65.53,6.43,162.56,coffee
118,16,31,23.11,61.16,6.16,165.61,coffee
98,23,34,26.21,53.48,6.22,162.47,coffee
120,20,31,24.63,63.25,6.91,166.01,coffee
116,25,32,25.81,50.35,6.82,151.39,coffee
80,22,29,26.32,69.63,6.9,162.65,coffee
97,16,33,26.92,58.12,6.76,161.78,coffee
86,28,26,25.75,61.46,6.34,165.21,coffee
117,19,31,27.04,51.97,6.83,175.29,coffee
111,31,28,24.68,68.48,6.12,173.73,coffee
111,23,26,25.94,65.46,6.85,150.88,coffee
116,32,33,23.82,65.05,6.0,166.71,coffee
101,27,34,24.95,69.97,6.12,179.19,coffee
95,19,26,23.97,62.24,6.82,172.93,coffee
81,34,29,23.28,62.97,6.08,165.19,coffee
83,30,26,25.04,53.54,6.63,147.84,coffee
103,24,29,23.72,64.6,6.22,151.19,coffee
81,25,29,24.41,53.25,6.71,157.96,coffee
86,23,34,26.36,61.93,6.34,162.22,coffee
84,32,32,27.13,68.46,6.92,179.28,coffee
103,34,26,26.89,50.45,6.94,166.99,coffee
91,34,27,25.27,51.78,6.13,177.26,coffee
94,34,27,27.58,58.03,6.47,177.09,coffee
99,19,35,27.54,63.56,6.08,146.54,coffee
95,19,29,27.13,69.59,6.32,158.71,coffee
102,35,29,23.95,58.95,6.89,161.81,coffee
92,27,32,23.84,61.58,6.05,174.56,coffee
92,16,33,25.16,55.7,6.05,158.07,coffee
107,32,29,25.67,68.55,6.91,169.64,coffee
100,25,34,23.38,66.68,6.64,175.13,coffee
116,27,33,23.51,53.87,6.52,178.95,coffee
87,26,32,25.46,64.62,6.61,149.35,coffee
97,32,34,25.7,67.53,6.85,147.09,coffee
107,21,25,24.14,65.01,6.96,140.92,coffee
111,27,32,25.14,63.61,6.99,158.14,coffee
108,23,34,24.18,58.1,6.78,145.86,coffee
112,22,25,25.7,51.69,6.84,147.22,coffee
105,22,27,27.96,63.57,6.66,140.59,coffee
93,35,34,26.43,58.1,6.15,142.91,coffee
106,34,26,25.85,56.55,6.4,158.27,coffee
104,16,31,26.86,55.37,6.43,164.36,coffee
92,26,25,23.79,67.84,6.04,153.24,coffee
81,27,32,26.31,60.85,6.98,163.93,coffee
108,25,28,23.65,67.65,6.34,169.42,coffee
100,28,31,24.42,59.04,6.55,158.32,coffee
112,33,32,25.21,57.14,6.18,175.81,coffee
96,23,27,26.85,63.13,6.03,164.62,coffee
91,31,35,23.32,62.56,6.97,159.8,coffee
101,23,26,26.12,68.31,6.51,168.74,coffee
86,32,28,25.88,59.88,6.75,171.62,coffee
101,29,25,26.22,63.65,6.79,154.75,coffee
108,33,32,27.34,65.11,6.39,169.11,coffee
93,24,25,26.37,53.36,6.9,147.04,coffee
110,32,28,23.91,60.47,6.46,155.76,coffee
86,32,31,23.93,54.93,6.95,167.34,coffee
110,32,33,27.15,54.44,6.94,161.85,coffee
116,26,26,25.02,55.21,6.68,176.64,coffee
87,30,32,27.66,53.56,6.95,155.56,coffee
119,18,34,24.11,63.89,6.34,164.32,coffee
107,17,34,27.7,52.12,6.71,154.77,coffee
